 4911 scp	Changed stat   /private/var/root/out.exec	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj8C4B6A993	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj8C4B6A993	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj8C4B6A993	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6C2FB1921	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6C2FB1921	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6C2FB1921	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6BB1FE974	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6BB1FE974	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6BB1FE974	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj7862D2999	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj7862D2999	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj7862D2999	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj17F44A980	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj17F44A980	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj17F44A980	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj044ED19A3	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj044ED19A3	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj044ED19A3	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.Z1sZO4n	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.Z1sZO4n	
  482 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.Z1sZO4n	
  482 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.Z1sZO4n	/private/var/mobile/Library/Preferences/com.apple.WebUI.plist 
 4969 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/tmp/etilqs_21r10R3muX6AOau	
 4969 itunesstored	Deleted        /private/var/tmp/etilqs_21r10R3muX6AOau	
 4969 itunesstored	Modified       /private/var/tmp/etilqs_21r10R3muX6AOau	
 4969 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
  482 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.o2jPkdP	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.o2jPkdP	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.o2jPkdP	
 4972 xpcproxy	Created        /private/var/tmp/cy-yz37GN.dylib	
 4972 xpcproxy	Deleted        /private/var/tmp/cy-yz37GN.dylib	
 4972 xpcproxy	Modified       /private/var/tmp/cy-yz37GN.dylib	
 4972 xpcproxy	Created        /private/var/tmp/cy-1nWzYh.dylib	
 4972 xpcproxy	Deleted        /private/var/tmp/cy-1nWzYh.dylib	
 4972 xpcproxy	Modified       /private/var/tmp/cy-1nWzYh.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-jCN0V3.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-jCN0V3.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-jCN0V3.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-SQKfoy.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-SQKfoy.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-SQKfoy.dylib	
 4978 ReportCrash	Created        /private/var/tmp/cy-sKqMr1.dylib	
 4978 ReportCrash	Deleted        /private/var/tmp/cy-sKqMr1.dylib	
 4978 ReportCrash	Modified       /private/var/tmp/cy-sKqMr1.dylib	
 4978 ReportCrash	Created        /private/var/tmp/cy-S9101L.dylib	
 4978 ReportCrash	Deleted        /private/var/tmp/cy-S9101L.dylib	
 4978 ReportCrash	Modified       /private/var/tmp/cy-S9101L.dylib	
 4978 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 4975 iap2d	Created        /private/var/tmp/cy-g8Me00.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-g8Me00.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-g8Me00.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-JnLMvt.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-JnLMvt.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-JnLMvt.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-BB75G1.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-BB75G1.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-BB75G1.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-UxLHJ1.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-UxLHJ1.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-UxLHJ1.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-UQNKkU.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-UQNKkU.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-UQNKkU.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-9RMDM6.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-9RMDM6.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-9RMDM6.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-nX4jta.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-nX4jta.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-nX4jta.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-PoseFw.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-PoseFw.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-PoseFw.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-pinawh.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-pinawh.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-pinawh.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-Fl2H4I.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-Fl2H4I.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-Fl2H4I.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-hdR4aX.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-hdR4aX.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-hdR4aX.dylib	
 4975 iap2d	Created        /private/var/tmp/cy-80MZAB.dylib	
 4975 iap2d	Deleted        /private/var/tmp/cy-80MZAB.dylib	
 4975 iap2d	Modified       /private/var/tmp/cy-80MZAB.dylib	
 4978 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.o2jPkdP	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.o2jPkdP	
  482 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.o2jPkdP	
  482 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.o2jPkdP	/private/var/mobile/Library/Preferences/com.apple.itunesstored.plist 
  697 nsurlstoraged	Created        /private/var/tmp/etilqs_rWX7CYhHsQP0LWr	
  697 nsurlstoraged	Deleted        /private/var/tmp/etilqs_rWX7CYhHsQP0LWr	
  697 nsurlstoraged	Deleted        /private/var/mobile/Library/Caches/com.apple.itunesstored/fsCachedData/F68CB047-3E3B-4930-9407-EA3C7268652A	
  697 nsurlstoraged	Created        /private/var/mobile/Library/Caches/com.apple.itunesstored/fsCachedData/F68CB047-3E3B-4930-9407-EA3C7268652A	
  697 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/fsCachedData/F68CB047-3E3B-4930-9407-EA3C7268652A	
  697 nsurlstoraged	Modified       /private/var/tmp/etilqs_rWX7CYhHsQP0LWr	
  482 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.eRl6S3d	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.eRl6S3d	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.eRl6S3d	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.eRl6S3d	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.eRl6S3d	
  482 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.assistant.plist.eRl6S3d	
  482 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.eRl6S3d	/private/var/mobile/Library/Preferences/com.apple.assistant.plist 
  482 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.wytkgXC	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.wytkgXC	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.assistant.plist.wytkgXC	
 4981 bash	Created        /private/var/tmp/cy-STSPSa.dylib	
 4981 bash	Deleted        /private/var/tmp/cy-STSPSa.dylib	
 4981 bash	Modified       /private/var/tmp/cy-STSPSa.dylib	
 4981 bash	Created        /private/var/tmp/cy-X1xywS.dylib	
 4981 bash	Deleted        /private/var/tmp/cy-X1xywS.dylib	
 4981 bash	Modified       /private/var/tmp/cy-X1xywS.dylib	
 4984 xpcproxy	Created        /private/var/tmp/cy-3LAju1.dylib	
 4984 xpcproxy	Deleted        /private/var/tmp/cy-3LAju1.dylib	
 4984 xpcproxy	Modified       /private/var/tmp/cy-3LAju1.dylib	
 4984 xpcproxy	Created        /private/var/tmp/cy-nOLiyU.dylib	
 4984 xpcproxy	Deleted        /private/var/tmp/cy-nOLiyU.dylib	
 4984 xpcproxy	Modified       /private/var/tmp/cy-nOLiyU.dylib	
 4984 xpcproxy	Created        /private/var/tmp/cy-E17ygs.dylib	
 4984 xpcproxy	Deleted        /private/var/tmp/cy-E17ygs.dylib	
 4984 xpcproxy	Modified       /private/var/tmp/cy-E17ygs.dylib	
 4984 xpcproxy	Created        /private/var/tmp/cy-LzJlx8.dylib	
 4984 xpcproxy	Deleted        /private/var/tmp/cy-LzJlx8.dylib	
 4984 xpcproxy	Modified       /private/var/tmp/cy-LzJlx8.dylib	
 4984 xpcproxy	Created        /private/var/tmp/cy-ZZhevV.dylib	
 4984 
